./Cenarios/exp03/exp01-cenario-10x10-058.state, trainned_minds/exp03/only-first.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 28
./Cenarios/exp03/exp01-cenario-10x10-011.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 14
./Cenarios/exp03/exp01-cenario-10x10-048.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 12
./Cenarios/exp03/exp01-cenario-10x10-053.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 22
./Cenarios/exp03/exp01-cenario-10x10-079.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 15
./Cenarios/exp03/exp01-cenario-10x10-090.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 23
./Cenarios/exp03/exp01-cenario-10x10-006.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 21
./Cenarios/exp03/exp01-cenario-10x10-078.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 17
./Cenarios/exp03/exp01-cenario-10x10-095.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 31
./Cenarios/exp03/exp01-cenario-10x10-092.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 20
./Cenarios/exp03/exp01-cenario-10x10-010.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 21
./Cenarios/exp03/exp01-cenario-10x10-062.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 36
./Cenarios/exp03/exp01-cenario-10x10-027.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 23
./Cenarios/exp03/exp01-cenario-10x10-047.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 10
./Cenarios/exp03/exp01-cenario-10x10-045.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 21
./Cenarios/exp03/exp01-cenario-10x10-022.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 33
./Cenarios/exp03/exp01-cenario-10x10-093.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 11
./Cenarios/exp03/exp01-cenario-10x10-089.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 18
./Cenarios/exp03/exp01-cenario-10x10-077.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 18
./Cenarios/exp03/exp01-cenario-10x10-037.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 13
./Cenarios/exp03/exp01-cenario-10x10-012.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 29
./Cenarios/exp03/exp01-cenario-10x10-087.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 12
./Cenarios/exp03/exp01-cenario-10x10-043.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 15
./Cenarios/exp03/exp01-cenario-10x10-080.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 13
./Cenarios/exp03/exp01-cenario-10x10-069.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 19
./Cenarios/exp03/exp01-cenario-10x10-054.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 18
./Cenarios/exp03/exp01-cenario-10x10-064.state, trainned_minds/exp03/continuos-learning.trainned.mind, trainned_minds/exp03/continuos-learning.trainned.mind, 30
