./Cenarios/exp02/exp02-10x10-056.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 15
./Cenarios/exp02/exp02-10x10-046.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 6, 20
./Cenarios/exp02/exp02-10x10-026.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 18
./Cenarios/exp02/exp02-10x10-015.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 9, 19
./Cenarios/exp02/exp02-10x10-074.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 12, 22
./Cenarios/exp02/exp02-10x10-088.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 6, 21
./Cenarios/exp02/exp02-10x10-045.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 13, 21
./Cenarios/exp02/exp02-10x10-069.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 1, 19
./Cenarios/exp02/exp02-10x10-085.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 11, 22
./Cenarios/exp02/exp02-10x10-029.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 5, 21
./Cenarios/exp02/exp02-10x10-014.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 10, 25
./Cenarios/exp02/exp02-10x10-037.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 13
./Cenarios/exp02/exp02-10x10-031.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 2, 13
./Cenarios/exp02/exp02-10x10-066.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 8, 14
./Cenarios/exp02/exp02-10x10-023.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 5, 14
./Cenarios/exp02/exp02-10x10-005.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 13
./Cenarios/exp02/exp02-10x10-076.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 1, 21
./Cenarios/exp02/exp02-10x10-051.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 12, 20
./Cenarios/exp02/exp02-10x10-036.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 6, 22
./Cenarios/exp02/exp02-10x10-042.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 17
./Cenarios/exp02/exp02-10x10-090.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 8, 16
./Cenarios/exp02/exp02-10x10-017.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 3, 28
./Cenarios/exp02/exp02-10x10-063.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 4, 15
./Cenarios/exp02/exp02-10x10-086.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 5, 20
./Cenarios/exp02/exp02-20x20-001.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 3, 15
./Cenarios/exp02/exp02-10x10-047.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 3, 11
./Cenarios/exp02/exp02-10x10-011.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 0, 7
./Cenarios/exp02/exp02-10x10-034.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 8, 15
./Cenarios/exp02/exp02-10x10-084.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 6, 14
./Cenarios/exp02/exp02-10x10-052.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 6, 15
./Cenarios/exp02/exp02-10x10-095.state, trainned_minds/complete.trainned.exp02.1.mind, trainned_minds/complete.trainned.exp02.1.mind, 8, 17
